slug,question,tags,end_date,n_trades,win_rate,total_pnl,sharpe,exit_reasons,error,skipped
nba-cha-chi-2026-02-24-assists-miles-bridges-2pt5,Miles Bridges: Assists O/U 2.5,,2026-02-25T01:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
nba-cha-chi-2026-02-24-assists-coby-white-3pt5,Coby White: Assists O/U 3.5,,2026-02-25T01:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
nba-cha-chi-2026-02-24-assists-brandon-miller-3pt5,Brandon Miller: Assists O/U 3.5,,2026-02-25T01:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
nba-cha-chi-2026-02-24-assists-josh-giddey-5pt5,Josh Giddey: Assists O/U 5.5,,2026-02-25T01:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
nba-cha-chi-2026-02-24-assists-lamelo-ball-7pt5,LaMelo Ball: Assists O/U 7.5,,2026-02-25T01:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
nba-cha-chi-2026-02-24-rebounds-brandon-miller-4pt5,Brandon Miller: Rebounds O/U 4.5,,2026-02-25T01:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
nba-mia-mil-2026-02-24-assists-cam-thomas-2pt5,Cam Thomas: Assists O/U 2.5,,2026-02-25T01:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
nba-mia-mil-2026-02-24-assists-bam-adebayo-2pt5,Bam Adebayo: Assists O/U 2.5,,2026-02-25T01:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
nba-mia-mil-2026-02-24-assists-ryan-rollins-4pt5,Ryan Rollins: Assists O/U 4.5,,2026-02-25T01:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
nba-mia-mil-2026-02-24-assists-kevin-porter-jr-7pt5,Kevin Porter Jr.: Assists O/U 7.5,,2026-02-25T01:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
nba-mia-mil-2026-02-24-rebounds-ryan-rollins-4pt5,Ryan Rollins: Rebounds O/U 4.5,,2026-02-25T01:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
xrp-up-or-down-february-25-3am-et,"XRP Up or Down - February 25, 3AM ET",,2026-02-25T09:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
nba-nyk-cle-2026-02-24-assists-og-anunoby-2pt5,OG Anunoby: Assists O/U 2.5,,2026-02-25T00:30:00+00:00,0,0.0000,0.000000,0.0000,{},,
nba-nyk-cle-2026-02-24-assists-karl-anthony-towns-2pt5,Karl-Anthony Towns: Assists O/U 2.5,,2026-02-25T00:30:00+00:00,0,0.0000,0.000000,0.0000,{},,
highest-temperature-in-seattle-on-february-24-2026-50forhigher,Will the highest temperature in Seattle be 50°F or higher on February 24?,,2026-02-24T12:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
highest-temperature-in-seattle-on-february-24-2026-48-49f,Will the highest temperature in Seattle be between 48-49°F on February 24?,,2026-02-24T12:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
highest-temperature-in-seattle-on-february-24-2026-46-47f,Will the highest temperature in Seattle be between 46-47°F on February 24?,,2026-02-24T12:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
will-judy-shelton-attend-the-2026-state-of-the-union-address,Will Judy Shelton attend the 2026 State of the Union address?,,2026-02-24T00:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
will-jon-ossoff-attend-the-2026-state-of-the-union-address,Will Jon Ossoff attend the 2026 State of the Union address?,,2026-02-24T00:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
lol-wb-ig1-2026-02-25-game2-kill-over-32pt5,Total Kills Over/Under 32.5 in Game 2?,,2026-02-25T12:10:00+00:00,0,0.0000,0.000000,0.0000,{},,
lol-wb-ig1-2026-02-25-game3-kill-over-32pt5,Total Kills Over/Under 32.5 in Game 3?,,2026-02-25T12:10:00+00:00,0,0.0000,0.000000,0.0000,{},,
lol-wb-ig1-2026-02-25-game1-first-blood,First Blood in Game 1?,,2026-02-25T12:10:00+00:00,0,0.0000,0.000000,0.0000,{},,
lol-wb-ig1-2026-02-25-game2-kill-over-30pt5,Total Kills Over/Under 30.5 in Game 2?,,2026-02-25T12:10:00+00:00,1,0.0000,-0.236777,0.0000,{'stop_loss': 1},,
lol-wb-ig1-2026-02-25-game3-kill-over-31pt5,Total Kills Over/Under 31.5 in Game 3?,,2026-02-25T12:10:00+00:00,0,0.0000,0.000000,0.0000,{},,
lol-wb-ig1-2026-02-25-game2-kill-over-31pt5,Total Kills Over/Under 31.5 in Game 2?,,2026-02-25T12:10:00+00:00,0,0.0000,0.000000,0.0000,{},,
lol-wb-ig1-2026-02-25-game3-kill-over-29pt5,Total Kills Over/Under 29.5 in Game 3?,,2026-02-25T12:10:00+00:00,0,0.0000,0.000000,0.0000,{},,
lol-wb-ig1-2026-02-25-game3-kill-over-30pt5,Total Kills Over/Under 30.5 in Game 3?,,2026-02-25T12:10:00+00:00,1,1.0000,0.473940,0.0000,{'take_profit': 1},,
lol-wb-ig1-2026-02-25-game3-kill-over-28pt5,Total Kills Over/Under 28.5 in Game 3?,,2026-02-25T12:10:00+00:00,0,0.0000,0.000000,0.0000,{},,
lol-wb-ig1-2026-02-25-game2-first-blood,First Blood in Game 2?,,2026-02-25T12:10:00+00:00,0,0.0000,0.000000,0.0000,{},,
lol-wb-ig1-2026-02-25-game2,LoL: Weibo Gaming vs Invictus Gaming - Game 2 Winner,,2026-02-25T12:10:00+00:00,1,1.0000,0.080417,0.0000,{'take_profit': 1},,
lol-wb-ig1-2026-02-25-game1,LoL: Weibo Gaming vs Invictus Gaming - Game 1 Winner,,2026-02-25T12:10:00+00:00,0,0.0000,0.000000,0.0000,{},,
will-tucker-carlson-attend-the-2026-state-of-the-union-address,Will Tucker Carlson attend the 2026 State of the Union address?,,2026-02-24T00:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
will-nicki-minaj-attend-the-2026-state-of-the-union-address,Will Nicki Minaj attend the 2026 State of the Union address?,,2026-02-24T00:00:00+00:00,3,1.0000,0.086107,0.5870,"{'timeout': 2, 'take_profit': 1}",,
cbb-howrd-ncw-2025-12-27,Howard Bison vs. UNCW Seahawks,,2025-12-27T05:00:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
aus-syd-auc-2025-12-27-btts,Sydney FC vs. Auckland FC: Both Teams to Score,,2025-12-27T06:00:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
aus-syd-auc-2025-12-27-total-4pt5,Sydney FC vs. Auckland FC: O/U 4.5,,2025-12-27T06:00:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
aus-syd-auc-2025-12-27-total-3pt5,Sydney FC vs. Auckland FC: O/U 3.5,,2025-12-27T06:00:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
aus-syd-auc-2025-12-27-total-2pt5,Sydney FC vs. Auckland FC: O/U 2.5,,2025-12-27T06:00:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
aus-syd-auc-2025-12-27-total-1pt5,Sydney FC vs. Auckland FC: O/U 1.5,,2025-12-27T06:00:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
aus-syd-auc-2025-12-27-spread-home-1pt5,Spread: Sydney FC (-1.5),,2025-12-27T06:00:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
megaeth-market-cap-fdv-1b-one-day-after-launch-gj9e-189-291,MegaETH market cap (FDV) >$1B one day after launch?,,2025-12-31T00:00:00+00:00,0,0.0000,0.000000,0.0000,{},,
eth-updown-5m-1766163900,"Ethereum Up or Down - December 19, 12:05PM-12:10PM ET",,2025-12-19T17:10:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
sol-updown-5m-1766163900,"Solana Up or Down - December 19, 12:05PM-12:10PM ET",,2025-12-19T17:10:00+00:00,0,0.0000,0.000000,0.0000,{},HTTP 403: Your plan allows up to the last 90 days of historical data.,
